RecordID,CollectionDate,ConfirmedMalariaCases,SuspectedMalariaCasesTested,MalariaTestPositivityRate,MalariaIncidenceRate,SevereMalariaCases,MalariaDeaths,OutpatientMalariaVisits,InpatientMalariaAdmissions,ChildMalariaCases,MalariaInPregnancy,ITNOwnershipPercent,ITNUsagePercent,IRSCoveragePercent,Temperature,Precipitation,NDVI,Elevation,UrbanPopulationPercent,Under5PopulationPercent,GDPPerCapita,ImprovedWaterAccessPercent
8850,2021-06-20,5,10,0.43,391.77,1,0,8,4,3,1,87.0,39.6,69.6,29.4,29.9,0.46,136.8,54.9,13.9,584.07,87.7
8851,2022-06-05,6,5,0.45,391.77,2,0,13,1,2,0,82.6,40.3,23.0,23.6,30.1,0.31,20.5,19.5,12.1,529.14,49.9
8852,2023-05-22,6,7,0.31,391.77,2,0,5,1,3,3,85.5,47.5,40.1,27.2,42.6,0.46,87.5,52.0,11.1,606.57,80.6
8853,2021-10-21,3,3,0.52,391.77,1,1,10,1,4,0,95.2,83.2,54.0,31.7,154.5,0.39,1419.4,29.6,19.8,600.47,82.0
8854,2022-02-22,6,13,0.76,391.77,2,0,11,3,3,0,52.0,67.7,66.0,26.3,50.1,0.34,1176.0,64.5,19.6,351.09,85.6
8855,2021-05-25,5,9,0.3,391.77,4,0,7,3,1,1,57.7,57.8,62.6,25.4,43.1,0.58,1174.2,67.7,10.3,780.43,66.5
8856,2022-07-06,5,10,0.21,391.77,0,0,6,1,3,2,95.3,50.8,63.5,30.9,43.4,0.52,1278.1,49.6,16.0,516.07,51.6
8857,2022-01-30,5,11,0.7,391.77,2,0,12,1,0,0,96.6,45.1,49.8,23.9,8.1,0.67,1844.6,26.7,15.2,521.31,84.5
8858,2023-02-02,5,6,0.65,391.77,0,0,7,4,5,1,62.0,36.7,36.2,32.7,2.5,0.12,311.4,55.5,16.6,349.59,50.9
8859,2023-11-14,4,13,0.76,391.77,0,0,7,2,2,3,91.5,45.7,38.0,27.4,54.7,0.55,1467.6,33.4,12.8,424.75,47.5
8860,2021-12-02,11,18,0.7,391.77,1,0,12,2,7,3,65.7,84.0,49.3,24.5,32.3,0.32,1983.3,48.6,10.9,555.57,73.1
8861,2023-05-10,4,11,0.44,391.77,1,0,7,3,5,0,79.5,31.8,65.4,27.5,39.2,0.47,834.4,62.6,15.6,475.93,76.1
8862,2021-11-11,8,11,0.23,391.77,1,0,9,0,4,2,62.4,88.0,23.9,22.4,0.1,0.65,1969.4,67.7,14.8,579.65,83.2
8863,2022-10-10,4,15,0.67,391.77,1,0,13,3,1,2,82.0,31.0,42.8,29.0,171.9,0.52,1162.1,50.5,13.0,517.57,46.0
8864,2023-06-08,5,14,0.8,391.77,2,0,15,1,1,1,92.8,85.6,32.8,26.0,154.4,0.24,804.5,39.7,11.0,588.48,63.6
8865,2023-02-16,5,12,0.22,391.77,0,0,7,3,2,0,62.4,42.9,40.7,31.9,49.5,0.14,1808.5,68.8,14.1,620.91,41.8
8866,2021-02-23,6,9,0.51,391.77,1,1,4,2,1,1,97.0,39.7,65.8,23.1,7.0,0.45,1314.1,69.6,19.1,448.15,76.4
8867,2022-05-22,2,9,0.36,391.77,0,0,9,1,4,1,63.6,73.8,76.3,29.2,20.3,0.58,265.0,27.9,17.2,326.44,41.1
8868,2021-06-08,6,12,0.52,391.77,1,0,7,1,0,1,95.7,62.5,78.5,31.0,18.5,0.61,923.8,16.8,14.4,545.9,57.9
8869,2022-07-08,9,8,0.13,391.77,0,0,7,3,8,0,91.3,81.4,52.3,26.5,101.1,0.37,1172.8,59.4,17.2,477.58,89.1
8870,2021-09-13,8,11,0.38,391.77,1,0,8,0,4,0,53.7,73.1,60.3,25.4,8.3,0.2,1953.9,59.7,15.5,576.01,77.7
8871,2023-12-25,5,11,0.49,391.77,0,0,5,0,4,2,82.0,69.4,55.3,34.0,56.9,0.28,1362.0,24.7,19.2,541.68,48.6
8872,2021-08-14,9,11,0.22,391.77,0,0,9,3,1,1,71.1,67.9,66.2,23.1,169.3,0.75,1906.2,40.5,18.5,587.2,42.8
8873,2023-04-14,6,17,0.43,391.77,1,0,9,1,3,3,76.5,40.2,38.3,24.7,67.3,0.14,945.8,16.9,18.7,554.91,64.5
8874,2021-05-16,3,15,0.24,391.77,1,0,13,1,1,0,72.6,69.0,65.6,31.6,39.1,0.16,837.3,58.2,17.1,593.51,84.5
8875,2022-11-06,8,11,0.27,391.77,1,0,7,0,3,0,61.6,64.4,22.2,32.1,78.1,0.52,730.8,17.1,18.4,393.96,86.0
8876,2021-07-02,3,10,0.88,391.77,0,0,9,3,1,1,56.8,54.3,72.1,26.8,40.5,0.77,1653.4,35.3,17.3,581.4,75.0
8877,2023-01-14,3,9,0.58,391.77,2,0,8,1,5,2,62.1,82.4,59.8,26.1,16.4,0.54,1838.1,64.0,11.8,528.5,42.8
8878,2022-11-15,6,8,0.41,391.77,0,0,10,1,2,0,54.0,74.1,35.9,29.7,9.9,0.77,117.7,55.7,12.3,419.22,48.6
8879,2022-07-14,6,8,0.52,391.77,1,0,5,1,5,1,82.7,56.2,78.6,26.0,106.1,0.11,483.0,32.4,10.9,481.85,66.5
8880,2021-10-27,3,6,0.41,391.77,2,0,4,4,6,2,71.7,85.6,72.2,26.5,7.0,0.48,1864.7,55.8,18.3,724.17,84.0
8881,2022-04-08,3,12,0.58,391.77,1,0,8,0,3,1,74.3,46.3,38.8,29.2,15.9,0.19,1245.3,51.0,13.3,531.08,71.1
8882,2022-07-15,7,10,0.1,391.77,1,0,10,0,2,0,77.5,38.4,26.4,22.3,86.1,0.55,421.8,22.4,11.9,579.33,73.6
8883,2021-01-21,4,6,0.29,391.77,1,0,9,1,1,1,57.7,48.4,79.9,34.8,40.2,0.35,1500.0,57.5,16.0,434.83,81.1
8884,2021-07-20,4,12,0.89,391.77,2,0,6,2,1,1,87.3,52.0,36.1,24.1,55.6,0.36,1389.5,18.7,11.6,470.54,53.7
8885,2023-02-12,7,15,0.19,391.77,1,0,10,1,0,2,63.7,68.2,74.2,24.6,12.4,0.3,1707.6,25.0,10.2,501.45,82.2
8886,2022-04-01,4,6,0.16,391.77,1,0,10,2,2,0,54.2,81.7,79.5,29.4,121.1,0.35,1847.7,23.9,17.8,565.74,76.5
8887,2023-02-15,8,10,0.49,391.77,2,0,10,1,3,0,52.9,65.6,77.0,32.5,7.4,0.71,1758.2,51.5,12.7,315.01,43.6
8888,2021-08-04,4,7,0.33,391.77,1,0,13,1,1,0,60.5,45.2,46.1,23.7,109.5,0.46,1043.9,56.2,17.7,637.13,75.6
8889,2021-09-10,6,7,0.53,391.77,1,0,8,1,0,1,76.0,36.4,74.3,28.3,52.8,0.39,1183.0,63.6,14.3,476.36,56.0
8890,2021-12-26,2,7,0.87,391.77,1,0,8,0,3,1,51.6,41.1,56.3,32.0,17.2,0.45,14.5,47.1,16.9,397.05,66.8
8891,2023-12-15,6,10,0.2,391.77,0,0,7,2,1,1,53.9,82.7,73.1,29.5,9.8,0.78,1543.7,57.1,14.2,459.72,44.3
8892,2022-09-20,6,11,0.45,391.77,1,0,10,2,2,2,97.4,71.4,71.4,25.5,215.5,0.72,914.6,15.7,19.8,642.28,86.9
8893,2023-09-30,4,12,0.71,391.77,4,0,12,1,3,2,82.3,54.9,67.5,25.3,73.3,0.25,205.5,21.4,16.7,543.02,66.2
8894,2021-07-15,7,10,0.23,391.77,0,0,10,1,2,2,80.2,44.0,33.6,34.4,10.6,0.6,1704.6,34.2,18.5,495.49,61.8
8895,2023-12-20,2,16,0.67,391.77,0,0,8,0,6,1,85.9,81.2,77.2,29.1,14.7,0.32,1922.1,19.9,11.1,476.23,85.2
8896,2022-12-16,6,9,0.42,391.77,1,0,9,2,5,1,82.6,36.0,73.9,29.8,11.6,0.48,1616.8,31.8,17.8,362.66,42.2
8897,2022-08-01,6,15,0.6,391.77,0,0,3,4,1,0,76.5,47.2,48.4,28.6,16.3,0.27,405.8,32.1,10.2,394.76,60.5
8898,2022-07-10,8,12,0.52,391.77,0,0,10,3,2,1,99.6,44.3,33.5,25.4,100.2,0.25,996.9,14.9,13.4,490.57,69.8
8899,2021-07-22,3,8,0.46,391.77,2,0,10,1,7,1,56.5,79.5,55.1,24.6,115.2,0.1,579.9,61.8,16.3,601.5,72.1
8900,2021-04-09,4,14,0.48,391.77,0,0,11,1,3,1,52.9,82.3,54.1,25.1,34.4,0.56,130.3,17.9,12.6,447.54,85.4
8901,2021-12-16,4,10,0.22,391.77,0,0,10,1,2,0,58.0,76.5,42.7,20.4,250.5,0.15,303.6,38.4,10.1,613.67,49.1
8902,2022-10-14,5,9,0.45,391.77,1,0,9,2,3,0,52.1,71.5,34.2,24.0,0.2,0.49,146.1,40.3,12.5,459.48,55.5
8903,2023-03-09,2,15,0.7,391.77,2,0,6,1,5,1,50.7,79.6,33.3,28.6,4.0,0.74,1382.0,12.9,19.6,444.24,67.2
8904,2022-01-06,0,12,0.82,391.77,6,0,13,0,3,2,58.2,56.1,44.8,28.7,8.9,0.17,215.1,20.6,14.7,490.52,81.6
8905,2022-12-08,3,7,0.6,391.77,0,0,10,1,3,1,78.6,62.6,51.8,24.0,97.9,0.37,118.1,66.0,11.4,484.52,57.5
8906,2023-12-25,5,9,0.76,391.77,0,0,5,1,3,0,94.5,59.9,34.3,29.9,65.0,0.63,410.7,58.4,15.6,662.74,76.1
8907,2023-04-05,5,11,0.51,391.77,1,0,7,0,5,0,74.7,61.5,56.1,22.8,81.4,0.65,1771.6,70.0,14.6,435.76,53.5
8908,2023-09-04,10,10,0.27,391.77,1,0,7,2,2,0,83.3,54.3,42.0,27.1,81.3,0.55,1028.3,65.7,19.9,420.34,52.7
8909,2021-09-19,7,11,0.68,391.77,1,0,7,0,3,0,59.0,64.8,74.8,31.8,86.6,0.5,475.3,15.9,19.6,417.29,72.2
8910,2022-06-15,5,10,0.66,391.77,0,0,3,1,2,4,78.5,62.7,27.5,30.7,26.3,0.65,864.2,11.4,14.8,594.94,66.4
8911,2021-01-20,3,17,0.11,391.77,1,0,12,2,2,1,73.6,36.6,33.5,26.8,161.5,0.3,1440.0,35.4,10.9,277.01,71.1
8912,2023-11-18,8,16,0.48,391.77,1,0,9,0,2,1,86.6,42.9,37.1,28.4,96.0,0.67,1747.7,43.1,10.8,455.72,65.2
8913,2021-11-15,1,11,0.85,391.77,1,0,11,5,2,1,75.9,58.5,37.2,21.7,35.7,0.27,695.7,40.8,12.5,374.84,69.1
8914,2021-09-16,10,14,0.89,391.77,0,0,9,1,1,4,63.9,46.6,73.6,29.9,45.2,0.29,1013.9,59.0,17.5,589.38,48.4
8915,2021-10-20,1,9,0.47,391.77,3,0,14,2,1,1,90.2,56.1,22.5,24.6,72.9,0.1,228.6,41.5,18.8,592.35,50.0
8916,2023-02-15,4,12,0.68,391.77,0,0,8,0,2,3,75.4,45.0,52.7,28.1,101.8,0.26,192.7,65.3,14.3,707.6,79.2
8917,2022-07-02,6,9,0.11,391.77,2,0,5,1,0,1,93.7,48.0,69.3,27.0,15.6,0.76,1231.6,39.8,17.4,545.63,53.9
8918,2021-04-19,5,13,0.31,391.77,2,0,5,3,3,0,84.4,53.4,72.4,29.7,129.1,0.21,1628.8,46.7,17.4,517.27,41.5
8919,2023-01-29,7,15,0.68,391.77,1,0,6,3,5,1,79.1,36.3,22.6,30.4,30.5,0.3,1272.5,59.3,15.4,383.54,42.4
8920,2022-05-26,8,8,0.62,391.77,1,0,12,3,4,1,59.9,46.6,57.3,22.6,37.9,0.22,1924.3,36.7,11.0,533.01,72.6
8921,2023-05-07,3,12,0.63,391.77,0,0,6,4,2,0,61.9,52.0,78.5,27.5,68.2,0.66,281.1,61.1,17.1,317.94,60.3
8922,2023-07-27,5,5,0.66,391.77,1,0,8,1,3,0,83.5,62.0,67.9,27.4,26.5,0.41,158.3,10.2,15.8,574.29,58.2
8923,2022-01-10,8,19,0.44,391.77,2,0,10,2,4,1,58.7,38.4,25.2,26.9,22.3,0.61,91.2,32.1,10.5,521.53,52.7
8924,2023-06-18,7,14,0.85,391.77,1,0,10,0,2,0,73.1,71.7,78.1,29.5,274.1,0.5,1732.2,49.9,17.8,469.3,80.5
8925,2022-12-26,9,11,0.39,391.77,0,0,10,1,3,0,60.8,42.7,68.3,24.8,290.6,0.28,1409.6,57.0,12.9,450.67,63.9
8926,2023-08-18,2,8,0.82,391.77,1,0,8,0,2,0,52.2,73.5,48.5,22.7,106.9,0.28,710.0,38.7,12.8,392.37,65.1
8927,2023-10-26,8,6,0.15,391.77,1,0,12,0,2,1,90.6,33.6,57.3,27.2,68.9,0.17,860.1,48.7,11.4,436.94,89.7
8928,2022-08-11,3,9,0.78,391.77,3,0,11,1,2,1,74.4,59.2,39.8,30.8,19.6,0.27,1051.8,33.8,13.5,652.19,79.1
8929,2022-07-19,4,12,0.34,391.77,2,0,6,2,1,2,60.3,48.8,49.7,27.9,53.3,0.5,779.8,28.4,11.7,548.92,85.9
8930,2023-05-27,2,20,0.63,391.77,3,0,11,0,3,1,60.3,48.0,33.8,19.3,8.5,0.64,74.5,43.2,10.7,432.32,43.8
8931,2023-12-03,7,11,0.14,391.77,1,0,11,1,1,1,69.1,52.1,64.2,25.4,30.5,0.78,634.0,42.8,11.7,646.29,47.1
8932,2022-04-14,2,9,0.16,391.77,0,0,5,0,1,1,83.5,78.4,52.1,30.6,14.1,0.24,855.8,35.3,10.5,513.33,74.4
8933,2022-09-18,4,8,0.15,391.77,1,0,6,3,2,4,53.5,75.9,35.7,29.8,212.2,0.3,1474.7,53.7,14.1,406.84,40.7
8934,2021-06-28,4,5,0.49,391.77,1,0,12,2,4,2,50.4,83.4,68.7,26.8,53.6,0.24,1201.0,36.6,14.3,509.05,63.6
8935,2022-09-18,4,12,0.43,391.77,0,0,4,1,1,0,76.4,32.2,76.0,23.5,27.8,0.21,1004.1,53.8,15.7,367.5,51.6
8936,2023-04-13,6,6,0.36,391.77,2,0,6,1,3,1,66.3,89.0,54.9,27.3,25.7,0.62,307.4,51.4,19.6,391.99,83.2
8937,2022-10-03,8,9,0.46,391.77,0,0,6,3,6,0,85.0,44.0,61.4,18.8,1.0,0.68,1854.4,16.7,10.5,438.83,52.7
8938,2021-07-04,1,10,0.35,391.77,0,0,4,3,3,0,74.9,68.8,30.2,25.1,243.5,0.32,1749.3,11.5,11.3,317.28,66.4
8939,2021-06-12,2,7,0.8,391.77,1,0,8,3,3,2,66.8,37.6,69.8,26.5,22.0,0.76,857.6,50.3,13.4,499.18,80.2
8940,2021-06-07,2,4,0.55,391.77,1,0,6,1,5,2,64.9,31.3,31.2,27.0,12.7,0.79,851.3,48.8,18.6,384.43,66.6
8941,2022-05-07,1,12,0.35,391.77,2,0,6,3,2,1,59.5,54.6,76.7,31.1,49.6,0.38,1711.9,38.9,18.7,402.21,44.7
8942,2021-07-11,4,8,0.46,391.77,0,0,6,0,0,1,65.1,88.1,34.0,27.8,1.0,0.52,1603.4,51.8,13.6,681.41,52.7
8943,2021-12-05,8,10,0.79,391.77,2,0,5,3,3,0,59.9,56.5,70.2,22.5,7.0,0.56,1113.1,21.1,13.5,669.1,86.1
8944,2021-04-28,2,9,0.43,391.77,1,0,9,3,0,0,93.5,55.5,20.3,26.5,134.3,0.8,192.5,19.7,19.9,500.13,57.8
8945,2021-06-23,2,7,0.44,391.77,1,0,9,1,1,2,79.8,55.7,33.6,28.0,48.3,0.26,456.2,34.4,16.5,442.58,78.9
8946,2022-08-09,5,9,0.37,391.77,0,0,9,3,2,0,69.3,80.9,66.7,32.5,11.2,0.76,673.8,48.4,19.6,635.29,57.7
8947,2023-10-07,3,14,0.31,391.77,1,0,13,1,2,1,50.2,52.8,74.7,32.7,36.2,0.77,103.3,68.1,15.0,537.16,73.2
8948,2021-01-22,4,7,0.48,391.77,0,0,7,2,4,1,90.6,85.3,53.7,27.1,21.1,0.34,1141.6,62.9,13.0,601.04,65.9
8949,2023-05-19,6,10,0.69,391.77,3,0,4,3,5,0,63.6,48.8,46.3,20.2,87.1,0.35,776.0,20.9,13.4,498.46,65.0
8950,2023-11-08,7,9,0.39,391.77,2,0,6,1,2,0,94.9,46.6,34.7,27.9,18.0,0.36,116.5,59.6,11.1,402.62,64.3
8951,2021-10-07,7,12,0.28,391.77,1,0,12,1,2,1,92.8,42.3,58.3,33.4,210.5,0.74,112.8,58.0,14.3,554.34,77.6
8952,2023-09-10,2,12,0.63,391.77,1,0,5,3,2,0,58.7,69.5,22.1,22.4,70.5,0.76,706.3,16.7,15.6,352.85,44.5
8953,2023-10-17,7,7,0.75,391.77,1,0,8,0,3,2,93.3,50.4,23.8,28.9,4.6,0.77,1297.4,55.7,16.3,350.12,85.7
8954,2023-11-21,2,19,0.12,391.77,3,0,12,1,2,0,67.6,50.9,42.0,28.9,23.8,0.26,1990.1,66.4,17.9,850.15,49.0
8955,2023-12-27,3,9,0.61,391.77,0,0,8,2,2,0,97.7,64.1,79.4,25.0,44.2,0.67,1320.1,59.9,12.2,422.43,84.5
8956,2021-09-13,4,13,0.82,391.77,0,0,5,3,5,1,55.1,35.0,75.9,25.2,51.5,0.12,1358.8,37.1,18.1,480.09,74.1
8957,2023-04-11,1,9,0.17,391.77,2,0,3,4,2,0,72.9,52.8,40.3,30.5,41.7,0.4,129.2,55.5,15.7,613.62,64.7
8958,2021-01-29,3,8,0.82,391.77,1,0,8,3,3,2,71.4,64.2,52.0,28.2,56.1,0.2,501.5,59.3,11.3,533.52,82.4
8959,2022-01-25,9,10,0.19,391.77,2,0,13,0,1,1,59.4,54.4,48.7,25.8,17.5,0.64,1790.7,65.8,14.7,577.08,48.1
8960,2021-01-15,0,15,0.9,391.77,1,0,5,3,2,1,73.8,54.3,65.1,25.5,25.4,0.76,51.5,17.3,18.8,578.17,44.6
8961,2023-05-21,2,3,0.51,391.77,1,0,7,2,5,3,73.2,50.8,38.0,25.5,13.2,0.56,566.5,10.7,12.5,462.93,43.5
8962,2023-12-31,6,11,0.68,391.77,1,0,6,2,1,1,66.9,70.6,27.3,22.6,14.1,0.11,1372.2,45.8,15.7,628.94,75.4
8963,2022-12-08,3,12,0.15,391.77,1,0,11,1,4,0,86.3,79.3,44.5,27.2,141.6,0.22,758.2,61.7,12.4,563.16,67.7
8964,2022-05-16,5,11,0.18,391.77,2,0,13,1,5,0,96.8,38.2,29.9,28.2,38.1,0.51,1910.0,39.4,10.9,532.97,85.2
8965,2023-12-18,6,6,0.87,391.77,0,0,9,2,2,0,73.4,33.6,69.6,26.9,27.9,0.34,762.1,14.2,19.8,487.39,44.0
8966,2021-03-28,2,8,0.89,391.77,1,0,4,2,2,0,64.7,60.4,48.3,22.8,181.4,0.49,226.9,49.4,19.9,523.56,53.0
8967,2023-07-08,6,10,0.32,391.77,1,0,11,4,2,2,74.8,70.3,33.5,23.6,69.8,0.23,251.1,67.7,14.1,514.06,71.5
8968,2021-12-12,7,5,0.37,391.77,1,0,13,1,6,1,52.2,60.0,74.4,29.4,147.4,0.75,36.8,33.3,12.0,527.51,74.5
8969,2023-12-09,8,14,0.11,391.77,1,0,10,2,3,1,50.2,43.4,58.7,25.5,48.6,0.33,1558.1,32.3,12.8,464.9,49.8
8970,2022-04-06,5,8,0.86,391.77,2,0,5,6,1,1,80.4,66.8,32.2,31.5,116.8,0.72,1841.9,51.2,10.8,526.76,81.0
8971,2021-12-25,5,4,0.83,391.77,0,0,4,1,4,1,60.8,49.6,22.1,27.0,23.5,0.32,734.0,64.2,17.7,786.76,80.8
8972,2021-06-03,8,11,0.19,391.77,0,0,7,3,0,2,65.5,32.1,25.4,20.1,52.1,0.54,1084.2,57.8,19.0,559.17,89.3
8973,2023-01-22,8,7,0.39,391.77,0,0,5,1,5,0,53.9,50.7,63.8,24.3,15.6,0.66,525.7,68.4,14.3,636.41,89.2
8974,2021-10-01,8,8,0.87,391.77,2,0,5,1,1,1,80.6,84.4,51.0,28.8,22.7,0.56,910.2,52.8,15.0,545.2,67.3
8975,2023-11-19,5,10,0.2,391.77,1,0,9,1,1,1,72.8,80.7,35.7,29.6,4.1,0.62,1200.9,23.1,11.6,231.17,66.6
8976,2022-12-25,5,14,0.8,391.77,0,0,5,2,5,0,92.3,77.3,44.2,28.5,46.2,0.63,1473.0,69.0,18.0,525.68,79.7
8977,2021-04-15,5,3,0.26,391.77,0,0,7,1,4,1,53.8,81.4,44.8,28.7,6.3,0.57,296.8,26.0,19.6,481.19,83.5
8978,2023-05-16,5,5,0.15,391.77,1,0,2,2,3,0,92.3,55.0,75.7,29.1,43.7,0.37,793.8,16.6,16.1,498.67,60.2
8979,2023-10-12,5,13,0.21,391.77,0,0,6,2,2,0,67.2,39.1,44.1,25.4,0.1,0.2,307.4,29.3,19.0,565.35,83.7
8980,2023-02-16,7,10,0.67,391.77,0,0,16,1,2,1,73.1,43.1,21.7,24.6,35.4,0.53,66.4,27.1,16.9,648.04,48.7
8981,2021-12-16,6,13,0.21,391.77,1,0,8,2,2,1,87.1,30.9,45.1,24.9,17.0,0.21,1517.2,12.2,15.0,474.62,48.1
8982,2023-02-04,2,9,0.1,391.77,0,0,11,1,1,0,54.5,65.5,50.2,27.7,46.4,0.37,1392.9,65.4,19.6,423.96,70.3
8983,2021-08-20,2,12,0.72,391.77,1,0,6,0,1,2,83.2,56.7,74.6,28.6,89.8,0.63,1364.0,39.5,12.1,555.37,82.9
8984,2022-11-24,2,12,0.62,391.77,2,0,8,5,3,3,74.1,59.2,52.1,31.6,24.0,0.21,698.5,39.0,15.7,587.04,59.7
8985,2022-05-27,4,6,0.8,391.77,1,0,12,4,3,1,68.7,37.5,28.0,28.8,129.8,0.75,915.6,66.6,10.1,503.66,50.8
8986,2021-08-30,4,14,0.56,391.77,1,0,12,1,2,0,96.7,70.8,77.2,27.4,10.2,0.55,1330.1,18.2,17.0,445.91,83.3
8987,2022-08-18,5,10,0.14,391.77,2,0,9,0,3,3,75.3,80.7,23.6,26.7,7.0,0.77,67.5,59.7,14.4,338.62,53.1
8988,2022-09-05,11,12,0.12,391.77,0,0,10,3,2,2,60.6,30.4,67.6,23.0,83.1,0.41,1099.1,49.9,10.8,625.6,42.8
8989,2023-09-17,5,6,0.73,391.77,0,0,11,4,4,2,79.6,79.8,30.6,24.5,41.1,0.27,810.7,31.1,18.1,658.2,78.1
8990,2022-08-25,6,5,0.81,391.77,0,0,9,2,2,0,98.2,87.4,55.0,28.8,46.1,0.78,1946.9,16.6,14.8,535.44,41.1
8991,2022-06-27,3,12,0.74,391.77,3,0,7,3,3,1,62.7,57.6,44.9,25.0,25.8,0.6,253.7,34.6,10.8,465.68,47.3
8992,2022-03-13,4,13,0.4,391.77,3,0,11,1,3,3,50.9,48.5,34.5,30.7,54.4,0.51,758.5,63.9,16.2,441.67,45.1
8993,2021-01-05,7,8,0.63,391.77,1,0,7,0,4,2,62.2,89.7,34.7,27.5,112.9,0.71,1062.8,62.7,18.7,672.55,70.3
8994,2023-03-18,7,13,0.16,391.77,1,0,10,5,4,0,68.0,46.9,74.1,24.9,119.3,0.31,1725.8,65.7,12.1,544.99,85.5
8995,2022-03-22,4,15,0.67,391.77,1,0,5,4,6,1,79.8,60.6,62.0,26.8,1.2,0.18,719.2,50.4,16.5,511.76,56.4
8996,2022-09-17,6,8,0.3,391.77,0,0,7,4,1,2,54.2,72.1,45.2,22.9,19.4,0.37,758.8,63.1,15.1,729.01,54.1
8997,2023-11-22,5,18,0.85,391.77,4,0,5,4,4,2,56.1,59.8,61.3,24.9,4.2,0.26,655.8,57.1,13.4,521.2,68.1
8998,2021-03-14,4,6,0.37,391.77,2,0,10,1,1,0,85.7,82.4,63.0,27.4,96.2,0.11,1800.4,19.4,10.4,575.3,83.6
8999,2023-08-07,1,14,0.37,391.77,2,0,11,1,3,1,68.4,66.9,40.6,24.4,34.6,0.79,1947.3,29.1,14.3,402.44,65.0
9000,2023-09-27,6,6,0.33,391.77,2,0,8,0,0,1,81.6,77.2,75.0,29.9,37.9,0.36,747.1,21.9,10.8,372.59,61.6
9001,2021-04-28,4,7,0.61,391.77,3,0,7,3,4,3,84.1,67.9,67.5,25.3,32.7,0.66,1452.0,62.2,11.0,337.12,54.4
9002,2022-12-30,4,8,0.18,391.77,0,0,8,1,0,1,96.4,36.9,55.5,25.1,3.1,0.47,1319.3,27.8,14.7,559.05,49.6
9003,2021-01-13,6,9,0.14,391.77,2,0,7,7,3,2,77.6,76.8,39.6,22.0,107.1,0.39,983.5,68.4,17.3,538.81,53.7
9004,2023-08-01,3,11,0.66,391.77,1,0,5,2,4,1,96.7,75.0,40.1,25.9,35.1,0.71,878.2,16.8,11.8,464.61,78.1
9005,2022-11-04,2,9,0.86,391.77,0,0,9,2,2,0,94.6,54.5,56.0,28.6,13.0,0.63,1411.5,30.7,10.2,524.58,87.9
9006,2022-09-04,4,8,0.69,391.77,0,0,7,1,4,0,62.5,52.2,58.6,25.2,13.8,0.17,165.4,60.5,17.3,442.33,85.0
9007,2022-12-26,8,5,0.3,391.77,0,0,4,4,2,0,93.4,74.3,52.1,27.6,11.8,0.18,380.0,44.4,15.7,599.37,45.4
9008,2021-08-08,7,8,0.39,391.77,0,0,13,4,5,0,72.3,48.5,39.8,28.4,25.8,0.52,1339.8,63.0,11.0,601.24,41.5
9009,2021-01-11,7,12,0.26,391.77,1,0,9,3,1,2,55.3,38.8,78.3,24.9,90.3,0.22,807.7,64.4,14.8,324.85,72.7
9010,2022-12-18,3,10,0.65,391.77,1,0,6,1,5,1,88.2,79.3,54.0,26.4,14.3,0.56,1403.0,57.7,14.3,553.88,55.0
9011,2022-01-17,0,11,0.29,391.77,2,0,12,3,4,1,55.1,70.6,71.1,28.6,18.6,0.18,803.8,39.2,15.2,654.45,51.4
9012,2023-04-04,5,11,0.56,391.77,0,0,7,1,3,1,62.1,41.6,24.6,26.9,73.1,0.63,1631.4,14.2,14.5,405.59,71.1
9013,2022-12-28,6,9,0.77,391.77,2,0,0,2,3,1,91.2,69.7,66.7,27.8,25.0,0.47,1255.7,69.5,13.3,484.43,67.7
9014,2021-01-19,5,11,0.51,391.77,0,0,4,4,3,2,55.6,46.5,56.3,29.9,9.7,0.7,1007.9,47.6,11.1,568.74,86.3
9015,2021-07-27,7,13,0.57,391.77,2,0,7,1,1,2,92.8,56.5,62.3,23.7,29.5,0.44,1047.8,45.7,10.1,573.19,61.7
9016,2023-06-02,6,16,0.87,391.77,1,0,12,4,2,2,93.2,86.8,34.8,27.7,9.7,0.31,1041.4,20.1,19.4,478.07,58.9
9017,2023-10-05,6,4,0.36,391.77,1,0,9,3,2,0,96.7,78.2,39.8,21.3,69.0,0.34,1066.4,38.5,10.3,593.93,63.5
9018,2022-02-09,9,8,0.74,391.77,2,0,8,1,1,2,90.8,33.4,26.8,26.6,10.3,0.49,708.9,28.1,11.4,335.88,60.6
9019,2021-06-23,7,14,0.65,391.77,2,0,6,4,5,1,70.3,71.1,62.6,24.3,42.6,0.73,1739.1,38.8,11.4,483.78,83.3
9020,2023-12-20,7,10,0.19,391.77,0,0,7,1,1,0,84.2,31.7,53.6,25.8,11.1,0.23,1339.8,65.3,16.7,416.43,50.5
9021,2023-11-20,2,8,0.89,391.77,1,0,5,2,2,1,86.7,52.7,28.1,24.6,28.6,0.4,701.4,15.4,10.9,687.88,71.9
9022,2021-11-11,6,6,0.65,391.77,2,0,7,6,3,1,93.2,66.4,52.2,20.4,2.9,0.76,1031.4,51.8,15.3,337.39,70.8
9023,2023-04-22,7,12,0.11,391.77,1,0,6,1,5,3,78.8,72.4,20.2,27.3,41.2,0.38,671.5,51.8,15.1,550.83,87.4
9024,2021-09-11,4,7,0.68,391.77,0,0,6,3,7,3,71.4,34.3,53.4,27.2,15.0,0.39,1575.9,33.1,12.5,153.0,68.7
